,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,4,P.Siakam o4.5 Ast,Toronto Raptors,JoeDellera,-135,0.55,0.9574074074074076,0.0,P.Siakam,Miami Heat,1,0.4074074074074074
1,24,C.McCollum o5.5 Ast,New Orleans Pelicans,JoeMetz,-115,1.15,2.1499999999999995,-12.825,C.McCollum,Golden State Warriors,0,0.9999999999999996
