,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,17,17,C.Martin o1.5 3pt M,JoeDellera,-145,0.34,0.5744827586206898,0,Miami Heat,C.Martin,Boston Celtics,1,0.2344827586206897
