,Unnamed: 0,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
1,1,1.0,1.0,1.0,1,1,C.Wood o1.5 Blk,JoeDellera,175,0.25,0.6875,0,Dallas Mavericks,C.Wood,Boston Celtics,1,0.4375,0.3170731707317073,0.0,0.6,1.0,0.6,1.0
1,1,,,,1,1,C.Wood o1.5 Blk,JoeDellera,175,0.25,0.6875,0,Dallas Mavericks,C.Wood,Boston Celtics,1,0.4375,,,,,,
