,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,4,4,P.Siakam o5.5 Ast,SBK5065,-128,0.5,0.890625,0,Toronto Raptors,P.Siakam,Minnesota Timberwolves,0,0.390625
