,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,8.0,8,8,J.Tatum u32.5 Pts,SBK5065,-115,0.58,1.0843478260869563,0,Boston Celtics,J.Tatum,Golden State Warriors,1,0.5043478260869564,0.6136363636363636,1.0,0.4,0.0,0.6,1.0
5,11.0,11,11,Z.LaVine o25.5 Pts,SBK5065,-116,0.34,0.6331034482758621,0,Chicago Bulls,Z.LaVine,Detroit Pistons,0,0.293103448275862,0.325,0.0,0.8,1.0,0.7,1.0
5,,5,5,G.Trent o18.5 Pts,JoeDellera,-120,0.83,1.5216666666666667,0,Toronto Raptors,G.Trent,Minnesota Timberwolves,0,0.6916666666666668,,,,,,
8,,8,8,J.Tatum u32.5 Pts,SBK5065,-115,0.58,1.0843478260869563,0,Boston Celtics,J.Tatum,Golden State Warriors,1,0.5043478260869564,,,,,,
11,,11,11,Z.LaVine o25.5 Pts,SBK5065,-116,0.34,0.6331034482758621,0,Chicago Bulls,Z.LaVine,Detroit Pistons,0,0.293103448275862,,,,,,
