,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
8,8,D.Russell o5.5 Ast,Los Angeles Lakers,JoeDellera,-120,0.5,0.9166666666666669,16.4482,D.Russell,Houston Rockets,0,0.4166666666666667
11,11,J.Harden o10.5 Ast,Philadelphia 76ers,JoeMetz,104,1.0,2.04,-6.865,J.Harden,Milwaukee Bucks,0,1.04
