,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
7,7,T.Rozier o2.5 3pt M,Charlotte Hornets,MikeRandle,-109,1.0,1.9174311926605505,-0.5,T.Rozier,Indiana Pacers,1,0.9174311926605504
0,0,N.Vucevic o1.5 3pt M,Chicago Bulls,SBK5065,105,1.0,2.05,18.1203,N.Vucevic,Philadelphia 76ers,0,1.0499999999999998
2,2,N.Vucevic o1.5 3pt M,Chicago Bulls,JoeDellera,105,0.75,1.5375,0.0,N.Vucevic,Philadelphia 76ers,0,0.7874999999999999
