,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,16,16,16,D.Schroder o15.5 Pts+Rebs+Ast,VegasRefund,-125,1.25,2.25,0,Los Angeles Lakers,D.Schroder,Golden State Warriors,1,1.0,0.6410256410256411,1,0.6,1,0.3,0
