,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
6,18.0,18,20,I.Hartenstein o14.5 Pts+Rebs,SBK5065,-105,0.5,0.9761904761904762,0,New York Knicks,I.Hartenstein,Philadelphia 76ers,1.0,0.4761904761904761,0.2592592592592592,0.0,0.6,1.0,0.3,0.0
