,Unnamed: 0,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,3,3.0,6.0,6.0,6,6,D.Fox o37.5 Pts+Rebs+Ast,KurtisSenif,105,0.25,0.5125,0,Sacramento Kings,D.Fox,Denver Nuggets,1,0.2624999999999999,0.358974358974359,0.0,0.2,0.0,0.3,0.0
11,11,11.0,17.0,17.0,17,17,L.Ball o37.5 Pts+Rebs+Ast,JoeMetz,-115,1.15,2.1499999999999995,0,Charlotte Hornets,L.Ball,Golden State Warriors,0,0.9999999999999996,0.6,1.0,0.8,1.0,0.7,1.0
14,14,14.0,20.0,20.0,20,20,I.Zubac u19.5 Pts+Rebs+Ast,SBK5065,-115,0.58,1.0843478260869563,0,Los Angeles Clippers,I.Zubac,Toronto Raptors,0,0.5043478260869564,0.5581395348837209,1.0,0.8,1.0,0.7,1.0
20,20,,,,20,20,I.Zubac u19.5 Pts+Rebs+Ast,SBK5065,-115,0.58,1.0843478260869563,0,Los Angeles Clippers,I.Zubac,Toronto Raptors,0,0.5043478260869564,,,,,,
28,28,,,,28,28,C.Paul u31.5 Pts+Rebs+Ast,PropBetGuy,-125,1.0,1.8,0,Phoenix Suns,C.Paul,Memphis Grizzlies,0,0.8,,,,,,
30,30,,,,30,30,A.Horford u19.5 Pts+Rebs+Ast,PropBetGuy,-125,1.0,1.8,0,Boston Celtics,A.Horford,Houston Rockets,1,0.8,,,,,,
