Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,E.Mobley o0.5 3pt M,GreenDotDaily,135,1.0,E.Mobley,Cleveland Cavaliers,Memphis Grizzlies,1.0,2.35,1.35,0.3191489361702128,0,0.8,1,0.7,1
1,E.Mobley o0.5 3pt M,GDAWG5000,135,0.5,E.Mobley,Cleveland Cavaliers,Memphis Grizzlies,1.0,1.175,0.675,0.3191489361702128,0,0.8,1,0.7,1
0,D.Gafford u10.5 Pts,gneiffer07,-117,1.17,D.Gafford,Dallas Mavericks,Miami Heat,0.0,2.17,1.0,0.5555555555555556,1,0.8,1,0.7,1
1,M.Bridges o16.5 Pts,gneiffer07,-105,1.05,M.Bridges,Charlotte Hornets,Atlanta Hawks,0.0,2.05,0.9999999999999998,0.7910447761194029,1,0.8,1,0.7,1
2,A.Edwards o26.5 Pts,gneiffer07,-109,1.09,A.Edwards,Minnesota Timberwolves,Denver Nuggets,0.0,2.0900000000000003,1.0000000000000002,0.5263157894736842,1,0.4,0,0.2,0
0,I.Quickley u38.5 Pts+Rebs+Ast,kylemurray03,-125,1.25,I.Quickley,Toronto Raptors,Brooklyn Nets,0.0,2.25,1.0,0.8333333333333334,1,0.6,1,0.6,1
0,B.Adebayo o10.5 Rebs,kylemurray03,-120,1.2,B.Adebayo,Miami Heat,Dallas Mavericks,1.0,2.2,1.0000000000000002,0.5294117647058824,1,0.6,1,0.5,0
1,T.Herro o4.5 Rebs,kylemurray03,-115,1.15,T.Herro,Miami Heat,Dallas Mavericks,1.0,2.1499999999999995,0.9999999999999996,0.6923076923076923,1,1.0,1,0.7,1
0,D.Booker o34.5 Pts+Ast,kylemurray03,-120,1.2,D.Booker,Phoenix Suns,Los Angeles Clippers,0.0,2.2,1.0000000000000002,0.4461538461538462,0,0.4,0,0.4,0
0,J.Goodwin o11.5 Rebs+Ast,JoeDellera,-125,1.0,J.Goodwin,Memphis Grizzlies,Cleveland Cavaliers,0.0,1.8,0.8,0.5333333333333333,1,0.8,1,0.6,1
