,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,6,T.Rozier u31.5 Pts+Rebs+Ast,Charlotte Hornets,PropBetGuy,-122,1.22,2.22,9.4702,T.Rozier,New York Knicks,0,1.0000000000000002
