,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,2.0,2.0,10.0,10,10,10,N.Vucevic o9.5 Rebs,JoeDellera,-121,1.0,1.826446280991736,3.5919,Chicago Bulls,N.Vucevic,Miami Heat,0,0.8264462809917357,0.5909090909090909,1.0,1.0,1.0,0.9,1.0
0,,,,0,0,0,J.Clarkson o2.5 Rebs,PropBetGuy,-145,0.5,0.8448275862068966,0.0,Utah Jazz,J.Clarkson,Detroit Pistons,0,0.3448275862068966,,,,,,
1,,,,1,1,1,J.Duren o10.5 Rebs,PropBetGuy,-105,1.58,3.084761904761905,0.0,Detroit Pistons,J.Duren,Utah Jazz,1,1.5047619047619047,,,,,,
10,,,,10,10,10,N.Vucevic o9.5 Rebs,JoeDellera,-121,1.0,1.826446280991736,3.5919,Chicago Bulls,N.Vucevic,Miami Heat,0,0.8264462809917357,,,,,,
