Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
K.Towns o1.5 3pt M,Markus_Markets,New York Knicks,Brooklyn Nets,0.0,0.6666666666666666,1,0.6,1,0.6,1,-145,1.0,1.6896551724137931,0.6896551724137931,K.Towns
N.Jovic o1.5 3pt M,FirefighterBets,Miami Heat,Portland Trail Blazers,1.0,0.53125,1,0.8,1,0.7,1,-110,1.0,1.9090909090909087,0.9090909090909092,N.Jovic
