Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
D.Fox o2.5 3pt M,TopShelfAction,Sacramento Kings,Detroit Pistons,1.0,0.3666666666666666,0,0.2,0,0.3,0,135,0.2,0.47,0.27,D.Fox
L.Dort o1.5 3pt M,TopShelfAction,Oklahoma City Thunder,Indiana Pacers,0.0,0.5714285714285714,1,0.6,1,0.6,1,-135,0.7,1.2185185185185183,0.5185185185185184,L.Dort
J.Suggs o2.5 3pt M,TopShelfAction,Orlando Magic,Miami Heat,1.0,0.3448275862068966,0,0.4,0,0.4,0,110,1.0,2.1,1.1,J.Suggs
D.Avdija u1.5 3pt M,TopShelfAction,Portland Trail Blazers,Utah Jazz,1.0,0.5517241379310345,1,0.4,0,0.3,0,-105,0.6,1.1714285714285713,0.5714285714285713,D.Avdija
