,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,12,12,12,B.Bogdanovic o17.5 Pts,SBK5065,-115,0.58,1.0843478260869563,2.5564,Detroit Pistons,B.Bogdanovic,Los Angeles Lakers,1,0.5043478260869564
1,14,14,14,S.Milton o10.5 Pts,SBK5065,-112,0.56,1.06,2.5564,Philadelphia 76ers,S.Milton,Charlotte Hornets,1,0.5
2,15,15,15,D.DeRozan o25.5 Pts,SBK5065,-106,0.53,1.03,2.5564,Chicago Bulls,D.DeRozan,Atlanta Hawks,0,0.5
