,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,0,0,0,P.Banchero o24.5 Pts+Ast,SBK5065,-115,0.58,1.0843478260869563,0,Orlando Magic,P.Banchero,San Antonio Spurs,1,0.5043478260869564
1,21,21,21,J.Grant u24.5 Pts+Ast,PropBetGuy,-115,1.0,1.869565217391304,0,Portland Trail Blazers,J.Grant,Denver Nuggets,0,0.869565217391304
