,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,2,2,2,K.Kuzma o36.5 Pts+Rebs+Ast,JoeMetz,-105,1.05,K.Kuzma,Washington Wizards,Charlotte Hornets,1.0,2.05,0.9999999999999998,0.4285714285714285,0,0.6,1,0.4285714285714285,0,N
1,6,6,6,A.Thompson o7.5 Rebs,PropBomb,-115,1.0,A.Thompson,Detroit Pistons,Philadelphia 76ers,1.0,1.869565217391304,0.8695652173913042,0.5555555555555556,1,0.4,0,0.5555555555555556,1,Y
2,7,7,7,A.Thompson o7.5 Rebs,SBK5065,-115,0.5,A.Thompson,Detroit Pistons,Philadelphia 76ers,1.0,0.934782608695652,0.4347826086956521,0.5555555555555556,1,0.4,0,0.5555555555555556,1,Y
3,8,8,8,A.Thompson o7.5 Rebs,Noto,-119,1.0,A.Thompson,Detroit Pistons,Philadelphia 76ers,1.0,1.8403361344537816,0.8403361344537816,0.5555555555555556,1,0.4,0,0.5555555555555556,1,Y
4,12,12,12,A.Thompson o20.5 Pts+Rebs,PropBetGuy,-115,1.0,A.Thompson,Detroit Pistons,Philadelphia 76ers,1.0,1.869565217391304,0.8695652173913042,0.7777777777777778,1,1.0,1,0.7777777777777778,1,Y
5,14,14,16,K.Towns o8.5 Rebs,Noto,105,1.05,K.Towns,Minnesota Timberwolves,San Antonio Spurs,0.0,2.1525,1.1024999999999998,0.5714285714285714,1,0.4,0,0.5714285714285714,1,Y
6,16,16,18,K.Johnson u18.5 Pts,cowhitchurch,-121,0.5,K.Johnson,San Antonio Spurs,Minnesota Timberwolves,1.0,0.9132231404958676,0.4132231404958677,0.625,1,0.6,1,0.625,1,Y
7,17,17,19,R.Gobert o11.5 Rebs,JoeDellera,-135,1.35,R.Gobert,Minnesota Timberwolves,San Antonio Spurs,0.0,2.35,1.0,0.8571428571428571,1,0.8,1,0.8571428571428571,1,N
8,19,19,21,D.Jones o6.5 Pts,SBK5065,-130,0.5,D.Jones,Dallas Mavericks,Los Angeles Clippers,1.0,0.8846153846153846,0.3846153846153846,0.5,0,0.6,1,0.5,0,Y
9,24,24,26,J.Collins o8.5 Rebs,cowhitchurch,105,0.5,J.Collins,Utah Jazz,Memphis Grizzlies,0.0,1.025,0.5249999999999999,0.6666666666666666,1,0.4,0,0.6666666666666666,1,N
10,25,25,27,J.Brown o21.5 Pts,SportsBookBreakers,-127,1.02,J.Brown,Boston Celtics,Brooklyn Nets,1.0,1.8231496062992123,0.8031496062992125,0.5714285714285714,1,0.6,1,0.5714285714285714,1,Y
11,26,26,28,L.Walker o12.5 Pts,SBK5065,-115,0.87,L.Walker,Brooklyn Nets,Boston Celtics,0.0,1.6265217391304347,0.7565217391304347,0.8571428571428571,1,0.8,1,0.8571428571428571,1,Y
