,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,1,T.Maxey o29.5 Pts,PropBomb,-115,1.15,T.Maxey,Philadelphia 76ers,Dallas Mavericks,1.0,2.1499999999999995,0.9999999999999996,0.2954545454545454,0,0.2,0,0.3,0,N
1,3,D.House u3.5 Rebs,SBK5065,-164,0.65,D.House,Philadelphia 76ers,Dallas Mavericks,1.0,1.0463414634146342,0.3963414634146341,0.9090909090909092,1,1.0,1,0.9,1,N
2,4,L.Doncic u10.5 Ast,cowhitchurch,-150,1.5,L.Doncic,Dallas Mavericks,Philadelphia 76ers,0.0,2.5,1.0,0.7317073170731707,1,0.4,0,0.6,1,Y
3,5,L.Doncic u10.5 Ast,JoeDellera,-150,1.0,L.Doncic,Dallas Mavericks,Philadelphia 76ers,0.0,1.6666666666666663,0.6666666666666665,0.7317073170731707,1,0.4,0,0.6,1,Y
4,6,L.Doncic u10.5 Ast,SBK5065,-130,1.3,L.Doncic,Dallas Mavericks,Philadelphia 76ers,0.0,2.3,0.9999999999999998,0.7317073170731707,1,0.4,0,0.6,1,Y
5,7,L.Doncic u56.5 Pts+Rebs+Ast,PropBetGuy,-115,1.15,L.Doncic,Dallas Mavericks,Philadelphia 76ers,0.0,2.1499999999999995,0.9999999999999996,0.6341463414634146,1,0.4,0,0.6,1,Y
6,11,C.Thomas o23.5 Pts,PropBetGuy,-120,1.2,C.Thomas,Brooklyn Nets,Golden State Warriors,1.0,2.2,1.0000000000000002,0.4102564102564102,0,1.0,1,0.6,1,N
7,13,O.Okongwu o11.5 Pts,PropBetGuy,-118,1.18,O.Okongwu,Atlanta Hawks,Los Angeles Clippers,1.0,2.18,0.9999999999999998,0.2916666666666667,0,0.4,0,0.3,0,Y
8,14,S.Barnes u7.5 Rebs,JoeDellera,-135,1.0,S.Barnes,Toronto Raptors,New Orleans Pelicans,0.0,1.7407407407407407,0.7407407407407407,0.4489795918367347,0,1.0,1,0.8,1,Y
9,15,S.Barnes u7.5 Rebs,SBK5065,-135,1.0,S.Barnes,Toronto Raptors,New Orleans Pelicans,0.0,1.7407407407407407,0.7407407407407407,0.4489795918367347,0,1.0,1,0.8,1,Y
10,17,E.Mobley o9.5 Rebs+Ast,JoeDellera,-135,1.0,E.Mobley,Cleveland Cavaliers,Sacramento Kings,1.0,1.7407407407407407,0.7407407407407407,0.75,1,0.4,0,0.7,1,Y
