,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,D.Gafford u6.5 Rebs,ParlayBanditz,-140,0.25,D.Gafford,Dallas Mavericks,Minnesota Timberwolves,0,0.4285714285714286,0.1785714285714286,0.4888888888888889,0,0.4,0,0.3,0,N
1,1,K.Irving o3.5 Rebs,VegasRefund,-110,1.1,K.Irving,Dallas Mavericks,Minnesota Timberwolves,0,2.1,1.0,0.6621621621621622,1,0.4,0,0.3,0,Y
2,7,N.Reid u4.5 Rebs,GDAWG5000,-140,0.7,N.Reid,Minnesota Timberwolves,Dallas Mavericks,1,1.2,0.5,0.5,0,0.6,1,0.6,1,Y
3,8,N.Reid u4.5 Rebs,JoeDellera,-135,1.0,N.Reid,Minnesota Timberwolves,Dallas Mavericks,1,1.7407407407407407,0.7407407407407407,0.5,0,0.6,1,0.6,1,Y
4,9,N.Reid u4.5 Rebs,SBK5065,-135,1.0,N.Reid,Minnesota Timberwolves,Dallas Mavericks,1,1.7407407407407407,0.7407407407407407,0.5,0,0.6,1,0.6,1,Y
5,10,N.Reid u4.5 Rebs,PropBomb,-135,1.35,N.Reid,Minnesota Timberwolves,Dallas Mavericks,1,2.35,1.0,0.5,0,0.6,1,0.6,1,Y
6,12,J.Hardy o5.5 Pts,kylemurray03,-128,1.28,J.Hardy,Dallas Mavericks,Minnesota Timberwolves,0,2.28,1.0000000000000002,0.5465116279069767,1,0.6,1,0.4,0,Y
7,15,P.Washington o19.5 Pts,charliedisturco,850,0.15,P.Washington,Dallas Mavericks,Minnesota Timberwolves,0,1.425,1.275,0.1555555555555555,0,0.0,0,0.3,0,N
8,16,P.Washington o11.5 Pts,charliedisturco,-125,0.5,P.Washington,Dallas Mavericks,Minnesota Timberwolves,0,0.9,0.4,0.4666666666666667,0,0.4,0,0.5,0,Y
9,20,D.Jones o1.5 Stl+Blk,MikeRandle,112,1.0,D.Jones,Dallas Mavericks,Minnesota Timberwolves,0,2.12,1.12,0.8804347826086957,1,1.0,1,1.0,1,N
10,22,N.Reid o10.5 Pts,VegasRefund,-125,1.25,N.Reid,Minnesota Timberwolves,Dallas Mavericks,1,2.25,1.0,0.5729166666666666,1,0.8,1,0.6,1,N
11,23,P.Washington o11.5 Pts,VegasRefund,-122,1.22,P.Washington,Dallas Mavericks,Minnesota Timberwolves,0,2.22,1.0000000000000002,0.4666666666666667,0,0.4,0,0.5,0,Y
12,24,J.Hardy o5.5 Pts,GDAWG5000,-120,0.6,J.Hardy,Dallas Mavericks,Minnesota Timberwolves,0,1.1,0.5000000000000001,0.5465116279069767,1,0.6,1,0.4,0,Y
13,26,J.Hardy o5.5 Pts,PropBomb,-120,1.2,J.Hardy,Dallas Mavericks,Minnesota Timberwolves,0,2.2,1.0000000000000002,0.5465116279069767,1,0.6,1,0.4,0,Y
14,27,L.Doncic o29.5 Pts,VegasRefund,-115,1.15,L.Doncic,Dallas Mavericks,Minnesota Timberwolves,0,2.1499999999999995,0.9999999999999996,0.6627906976744186,1,0.6,1,0.4,0,Y
15,29,K.Irving u23.5 Pts,GreenDotDaily,-120,1.0,K.Irving,Dallas Mavericks,Minnesota Timberwolves,0,1.8333333333333333,0.8333333333333335,0.4594594594594595,0,0.6,1,0.8,1,N
16,31,A.Edwards o6.5 Rebs,GreenDotDaily,-130,1.0,A.Edwards,Minnesota Timberwolves,Dallas Mavericks,1,1.7692307692307692,0.7692307692307692,0.351063829787234,0,0.8,1,0.4,0,Y
17,33,A.Edwards o6.5 Rebs,GDAWG5000,-120,0.6,A.Edwards,Minnesota Timberwolves,Dallas Mavericks,1,1.1,0.5000000000000001,0.351063829787234,0,0.8,1,0.4,0,Y
