,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,J.Goodwin o11.5 Rebs+Ast,JoeDellera,-125,1.0,J.Goodwin,Memphis Grizzlies,Cleveland Cavaliers,0.0,1.8,0.8,0.5333333333333333,1,0.8,1,0.6,1,X
1,1,E.Mobley o0.5 3pt M,GreenDotDaily,135,1.0,E.Mobley,Cleveland Cavaliers,Memphis Grizzlies,1.0,2.35,1.35,0.3191489361702128,0,0.8,1,0.7,1,Y
2,2,E.Mobley o0.5 3pt M,GDAWG5000,135,0.5,E.Mobley,Cleveland Cavaliers,Memphis Grizzlies,1.0,1.175,0.675,0.3191489361702128,0,0.8,1,0.7,1,Y
3,4,B.Portis o8.5 Rebs,GoldBoys,-130,1.3,B.Portis,Milwaukee Bucks,Orlando Magic,1.0,2.3,0.9999999999999998,0.2911392405063291,0,0.6,1,0.5,0,Y
4,5,D.Lillard o34.5 Pts+Ast,gneiffer07,-109,1.09,D.Lillard,Milwaukee Bucks,Orlando Magic,1.0,2.0900000000000003,1.0000000000000002,0.3661971830985915,0,0.4,0,0.5,0,Y
5,6,D.Lillard o26.5 Pts,GDAWG5000,-115,0.58,D.Lillard,Milwaukee Bucks,Orlando Magic,1.0,1.0843478260869563,0.5043478260869564,0.4084507042253521,0,0.4,0,0.5,0,Y
6,7,D.Lillard o26.5 Pts,TheBMatt,-115,1.15,D.Lillard,Milwaukee Bucks,Orlando Magic,1.0,2.1499999999999995,0.9999999999999996,0.4084507042253521,0,0.4,0,0.5,0,Y
7,8,B.Adebayo o10.5 Rebs,kylemurray03,-120,1.2,B.Adebayo,Miami Heat,Dallas Mavericks,1.0,2.2,1.0000000000000002,0.5294117647058824,1,0.6,1,0.5,0,N
8,9,T.Herro o4.5 Rebs,kylemurray03,-115,1.15,T.Herro,Miami Heat,Dallas Mavericks,1.0,2.1499999999999995,0.9999999999999996,0.6923076923076923,1,1.0,1,0.7,1,Y
9,10,D.Gafford u10.5 Pts,gneiffer07,-117,1.17,D.Gafford,Dallas Mavericks,Miami Heat,0.0,2.17,1.0,0.5555555555555556,1,0.8,1,0.7,1,N
10,13,I.Quickley u38.5 Pts+Rebs+Ast,kylemurray03,-125,1.25,I.Quickley,Toronto Raptors,Brooklyn Nets,0.0,2.25,1.0,0.8333333333333334,1,0.6,1,0.6,1,N
11,15,M.Bridges o16.5 Pts,gneiffer07,-105,1.05,M.Bridges,Charlotte Hornets,Atlanta Hawks,0.0,2.05,0.9999999999999998,0.7910447761194029,1,0.8,1,0.7,1,N
12,16,M.Bridges o2.5 3pt M,GDAWG5000,-115,0.58,M.Bridges,Charlotte Hornets,Atlanta Hawks,0.0,1.0843478260869563,0.5043478260869564,0.4029850746268656,0,0.4,0,0.3,0,Y
13,17,A.Edwards o26.5 Pts,gneiffer07,-109,1.09,A.Edwards,Minnesota Timberwolves,Denver Nuggets,0.0,2.0900000000000003,1.0000000000000002,0.5263157894736842,1,0.4,0,0.2,0,N
14,18,N.Jokic u28.5 Pts,gneiffer07,-113,1.13,N.Jokic,Denver Nuggets,Minnesota Timberwolves,1.0,2.13,1.0,0.5657894736842105,1,0.6,1,0.4,0,N
