,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,A.Horford o9.5 Pts,VegasRefund,-110,1.0,A.Horford,Boston Celtics,Indiana Pacers,1.0,1.9090909090909087,0.9090909090909092,0.3466666666666667,0,0.4,0,0.3,0,Y
1,2,A.Nembhard o6.5 Rebs+Ast,VegasRefund,-125,1.14,A.Nembhard,Indiana Pacers,Boston Celtics,0.0,2.052,0.912,0.4814814814814814,0,0.6,1,0.6,1,Y
2,3,M.Turner u1.5 Blk,GDAWG5000,-110,0.55,M.Turner,Indiana Pacers,Boston Celtics,0.0,1.05,0.5,0.4505494505494505,0,0.0,0,0.4,0,N
3,5,A.Nesmith o9.5 Pts,charliedisturco,-124,0.4,A.Nesmith,Indiana Pacers,Boston Celtics,0.0,0.7225806451612904,0.3225806451612903,0.6046511627906976,1,0.4,0,0.5,0,Y
4,6,J.Tatum o9.5 Rebs,charliedisturco,-144,0.35,J.Tatum,Boston Celtics,Indiana Pacers,1.0,0.5930555555555556,0.2430555555555555,0.3809523809523809,0,0.8,1,0.8,1,Y
5,7,J.Tatum o29.5 Pts,charliedisturco,-110,0.45,J.Tatum,Boston Celtics,Indiana Pacers,1.0,0.8590909090909091,0.4090909090909091,0.3452380952380952,0,0.4,0,0.2,0,Y
6,8,J.Tatum o39.5 Pts+Rebs,the_degenerates,-115,1.0,J.Tatum,Boston Celtics,Indiana Pacers,1.0,1.869565217391304,0.8695652173913042,0.25,0,0.4,0,0.2,0,Y
7,12,T.Haliburton u17.5 Pts,ActionIsland,-120,0.5,T.Haliburton,Indiana Pacers,Boston Celtics,0.0,0.9166666666666669,0.4166666666666667,0.4096385542168674,0,0.4,0,0.5,0,N
8,13,T.Haliburton u3.5 3pt M,ActionIsland,-175,0.5,T.Haliburton,Indiana Pacers,Boston Celtics,0.0,0.7857142857142857,0.2857142857142857,0.6867469879518072,1,0.4,0,0.4,0,N
9,15,T.Haliburton o7.5 Ast,kylemurray03,-125,1.0,T.Haliburton,Indiana Pacers,Boston Celtics,0.0,1.8,0.8,0.7710843373493976,1,0.2,0,0.4,0,Y
10,18,J.Brown o24.5 Pts,GDAWG5000,-120,0.5,J.Brown,Boston Celtics,Indiana Pacers,1.0,0.9166666666666669,0.4166666666666667,0.4375,0,0.6,1,0.5,0,Y
11,19,T.Haliburton u3.5 3pt M,GDAWG5000,-115,0.58,T.Haliburton,Indiana Pacers,Boston Celtics,0.0,1.0843478260869563,0.5043478260869564,0.6867469879518072,1,0.4,0,0.4,0,N
12,20,J.Brown o30.5 Pts+Rebs,JoeDellera,-115,0.87,J.Brown,Boston Celtics,Indiana Pacers,1.0,1.6265217391304347,0.7565217391304347,0.4,0,0.6,1,0.5,0,Y
13,21,M.Turner u1.5 Blk,cowhitchurch,102,0.5,M.Turner,Indiana Pacers,Boston Celtics,0.0,1.01,0.51,0.4505494505494505,0,0.0,0,0.4,0,N
14,22,M.Turner u1.5 Blk,SBK5065,122,1.0,M.Turner,Indiana Pacers,Boston Celtics,0.0,2.22,1.2199999999999998,0.4505494505494505,0,0.0,0,0.4,0,N
