,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
12,19,19,25,A.Sengun o36.5 Pts+Rebs+Ast,kylemurray03,-115,0.87,A.Sengun,Houston Rockets,Dallas Mavericks,0,1.6265217391304347,0.7565217391304347,0.3571428571428571,0,0.6,1,0.4,0,Y
13,20,20,26,J.Tatum o31.5 Pts+Ast,SBK5065,-120,0.6,J.Tatum,Boston Celtics,Chicago Bulls,1,1.1,0.5000000000000001,0.5294117647058824,1,0.4,0,0.4,0,N
14,21,21,27,J.Tatum o37.5 Pts+Rebs,GreenDotDaily,-160,1.0,J.Tatum,Boston Celtics,Chicago Bulls,1,1.625,0.625,0.4117647058823529,0,0.4,0,0.3,0,N
15,22,22,28,J.Brown o2.5 Ast,Noto,-145,1.0,J.Brown,Boston Celtics,Chicago Bulls,1,1.6896551724137931,0.6896551724137931,0.625,1,0.8,1,0.7,1,Y
16,23,23,29,J.Tatum o37.5 Pts+Rebs,JoeDellera,-115,1.0,J.Tatum,Boston Celtics,Chicago Bulls,1,1.869565217391304,0.8695652173913042,0.4117647058823529,0,0.4,0,0.3,0,N
17,24,24,30,J.Tatum o32.5 Pts+Ast,SBK5065,-115,0.81,J.Tatum,Boston Celtics,Chicago Bulls,1,1.5143478260869565,0.7043478260869565,0.5294117647058824,1,0.4,0,0.4,0,N
18,26,26,32,M.Williams u10.5 Pts,JoeMetz,106,1.0,M.Williams,Charlotte Hornets,New York Knicks,0,2.06,1.06,0.2666666666666666,0,0.2,0,0.2,0,N
19,27,27,33,M.Williams o8.5 Rebs,kylemurray03,-110,0.91,M.Williams,Charlotte Hornets,New York Knicks,0,1.7372727272727273,0.8272727272727273,0.4,0,0.6,1,0.5,0,Y
20,29,29,35,M.Williams o8.5 Rebs,Noto,-112,1.0,M.Williams,Charlotte Hornets,New York Knicks,0,1.8928571428571428,0.8928571428571428,0.4,0,0.6,1,0.5,0,Y
21,30,30,36,R.Barrett o17.5 Pts,SportsBookBreakers,-130,1.5,R.Barrett,New York Knicks,Charlotte Hornets,1,2.6538461538461537,1.1538461538461535,0.6363636363636364,1,0.4,0,0.6,1,N
22,32,32,38,E.Mobley o26.5 Pts+Rebs,the_degenerates,-102,1.0,E.Mobley,Cleveland Cavaliers,Atlanta Hawks,1,1.9803921568627447,0.9803921568627452,0.4705882352941176,0,0.2,0,0.5,0,Y
23,33,33,39,D.Garland o6.5 Ast,kylemurray03,-105,0.95,D.Garland,Cleveland Cavaliers,Atlanta Hawks,1,1.8547619047619048,0.9047619047619048,0.3333333333333333,0,0.4,0,0.4,0,Y
24,34,34,40,S.Bey o5.5 Rebs,SBK5065,-120,0.6,S.Bey,Atlanta Hawks,Cleveland Cavaliers,0,1.1,0.5000000000000001,0.5625,1,0.8,1,0.6,1,N
