,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,0,0,J.Brunson o4.5 Ast,HPBasketball,-115,0.58,J.Brunson,New York Knicks,Milwaukee Bucks,0,1.0843478260869563,0.5043478260869564,0.6,1,0.6,1,0.6,1,N
1,1,1,1,B.Lopez o4.5 Rebs,kylemurray03,-115,0.87,B.Lopez,Milwaukee Bucks,New York Knicks,1,1.6265217391304347,0.7565217391304347,0.25,0,0.25,0,0.25,0,Y
2,2,2,2,J.Randle o27.5 Pts+Rebs,kylemurray03,-130,0.77,J.Randle,New York Knicks,Milwaukee Bucks,0,1.3623076923076922,0.5923076923076922,0.4,0,0.4,0,0.4,0,Y
3,4,4,4,J.Brunson o7.5 Rebs+Ast,Noto,-172,1.0,J.Brunson,New York Knicks,Milwaukee Bucks,0,1.5813953488372094,0.5813953488372094,0.8,1,0.8,1,0.8,1,Y
4,5,5,5,J.Brunson o4.5 Ast,JoeDellera,-115,1.0,J.Brunson,New York Knicks,Milwaukee Bucks,0,1.869565217391304,0.8695652173913042,0.6,1,0.6,1,0.6,1,N
5,6,6,7,J.Jackson o1.5 Ast,SBK5065,-131,0.76,J.Jackson,Memphis Grizzlies,Portland Trail Blazers,0,1.340152671755725,0.580152671755725,1.0,1,1.0,1,1.0,1,Y
6,7,7,8,D.Bane o4.5 Ast,Noto,100,1.0,D.Bane,Memphis Grizzlies,Portland Trail Blazers,0,2.0,1.0,0.4,0,0.4,0,0.4,0,Y
7,8,8,9,T.Herro o23.5 Pts,the_degenerates,-120,1.0,T.Herro,Miami Heat,Washington Wizards,1,1.8333333333333333,0.8333333333333335,0.6,1,0.6,1,0.6,1,Y
8,9,9,10,D.Robinson u1.5 Ast,SBK5065,-125,1.0,D.Robinson,Miami Heat,Washington Wizards,1,1.8,0.8,0.8,1,0.8,1,0.8,1,N
9,12,12,13,L.Walker o7.5 Pts,SBK5065,-115,1.0,L.Walker,Brooklyn Nets,Chicago Bulls,0,1.869565217391304,0.8695652173913042,1.0,1,1.0,1,1.0,1,Y
10,13,13,14,N.Vucevic o31.5 Pts+Rebs,the_degenerates,-105,1.05,N.Vucevic,Chicago Bulls,Brooklyn Nets,1,2.05,0.9999999999999998,0.4,0,0.4,0,0.4,0,N
11,14,14,15,N.Vucevic u12.5 Rebs,SBK5065,-105,0.84,N.Vucevic,Chicago Bulls,Brooklyn Nets,1,1.64,0.7999999999999999,0.6,1,0.6,1,0.6,1,N
12,15,15,16,D.DeRozan u5.5 Ast,SBK5065,-135,0.74,D.DeRozan,Chicago Bulls,Brooklyn Nets,1,1.288148148148148,0.548148148148148,0.8,1,0.8,1,0.8,1,Y
13,16,16,17,Z.LaVine u25.5 Pts,PropBetGuy,-110,1.0,Z.LaVine,Chicago Bulls,Brooklyn Nets,1,1.9090909090909087,0.9090909090909092,0.8,1,0.8,1,0.8,1,Y
14,19,19,20,N.Jokic o11.5 Rebs,JoeDellera,-120,1.0,N.Jokic,Denver Nuggets,Dallas Mavericks,1,1.8333333333333333,0.8333333333333335,0.6,1,0.6,1,0.6,1,Y
15,20,20,21,E.Mobley o12.5 Rebs+Ast,Noto,-110,1.0,E.Mobley,Cleveland Cavaliers,Indiana Pacers,0,1.9090909090909087,0.9090909090909092,0.8,1,0.8,1,0.8,1,Y
