,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,1,L.James o32.5 Pts+Ast,cowhitchurch,-120,0.6,L.James,Los Angeles Lakers,Oklahoma City Thunder,1.0,1.1,0.5000000000000001,0.5636363636363636,1,1.0,1,0.8,1,N
1,2,C.Holmgren u28.5 Pts+Rebs+Ast,PropBetGuy,-115,1.15,C.Holmgren,Oklahoma City Thunder,Los Angeles Lakers,0.0,2.1499999999999995,0.9999999999999996,0.55,1,0.2,0,0.4,0,Y
2,3,A.Reaves o1.5 3pt M,GDAWG5000,-115,0.57,A.Reaves,Los Angeles Lakers,Oklahoma City Thunder,1.0,1.0656521739130431,0.4956521739130434,0.5238095238095238,1,0.6,1,0.8,1,Y
3,4,A.Reaves o1.5 3pt M,GreenDotDaily,-115,1.0,A.Reaves,Los Angeles Lakers,Oklahoma City Thunder,1.0,1.869565217391304,0.8695652173913042,0.5238095238095238,1,0.6,1,0.8,1,Y
4,6,J.Williams o1.5 3pt M,GDAWG5000,-115,0.57,J.Williams,Oklahoma City Thunder,Los Angeles Lakers,0.0,1.0656521739130431,0.4956521739130434,0.3076923076923077,0,0.2,0,0.4,0,N
5,10,D.Fox o24.5 Pts,GDAWG5000,-110,0.55,D.Fox,Sacramento Kings,Chicago Bulls,1.0,1.05,0.5,0.6470588235294118,1,1.0,1,0.6,1,N
6,11,B.Portis o24.5 Pts+Rebs,GDAWG5000,-115,0.57,B.Portis,Milwaukee Bucks,Los Angeles Clippers,1.0,1.0656521739130431,0.4956521739130434,0.2131147540983606,0,0.2,0,0.2,0,Y
7,12,B.Portis o24.5 Pts+Rebs,TheBMatt,-115,1.15,B.Portis,Milwaukee Bucks,Los Angeles Clippers,1.0,2.1499999999999995,0.9999999999999996,0.2131147540983606,0,0.2,0,0.2,0,Y
8,13,N.Powell o19.5 Pts,JoeDellera,430,0.25,N.Powell,Los Angeles Clippers,Milwaukee Bucks,0.0,1.325,1.075,0.1724137931034483,0,0.4,0,0.3,0,N
9,15,N.Powell o13.5 Pts,GDAWG5000,-115,0.57,N.Powell,Los Angeles Clippers,Milwaukee Bucks,0.0,1.0656521739130431,0.4956521739130434,0.5517241379310345,1,0.8,1,0.6,1,N
10,16,N.Powell o13.5 Pts,JoeDellera,-115,1.0,N.Powell,Los Angeles Clippers,Milwaukee Bucks,0.0,1.869565217391304,0.8695652173913042,0.5517241379310345,1,0.8,1,0.6,1,N
11,17,C.Kispert o11.5 Pts,GoldBoys,-120,1.2,C.Kispert,Washington Wizards,Utah Jazz,0.0,2.2,1.0000000000000002,0.5172413793103449,1,0.8,1,0.7,1,N
12,18,K.George o5.5 Ast,kylemurray03,-118,1.18,K.George,Utah Jazz,Washington Wizards,1.0,2.18,0.9999999999999998,0.3272727272727272,0,0.6,1,0.6,1,N
13,19,D.Avdija o25.5 Pts+Rebs+Ast,kylemurray03,-122,1.22,D.Avdija,Washington Wizards,Utah Jazz,0.0,2.22,1.0000000000000002,0.3333333333333333,0,0.6,1,0.6,1,Y
14,20,D.Avdija o14.5 Pts,the_degenerates,-108,1.08,D.Avdija,Washington Wizards,Utah Jazz,0.0,2.08,1.0,0.4035087719298245,0,0.6,1,0.7,1,Y
15,22,D.Avdija o24.5 Pts+Rebs+Ast,gneiffer07,-115,1.15,D.Avdija,Washington Wizards,Utah Jazz,0.0,2.1499999999999995,0.9999999999999996,0.3859649122807017,0,0.6,1,0.7,1,Y
16,23,J.Poole o22.5 Pts+Rebs+Ast,gneiffer07,-115,1.15,J.Poole,Washington Wizards,Utah Jazz,0.0,2.1499999999999995,0.9999999999999996,0.4482758620689655,0,0.8,1,0.6,1,Y
17,24,T.Hendricks o6.5 Rebs,JoeDellera,-140,1.0,T.Hendricks,Utah Jazz,Washington Wizards,1.0,1.7142857142857144,0.7142857142857144,0.2727272727272727,0,0.8,1,0.5,0,N
18,25,J.Collins o9.5 Rebs,JoeDellera,-115,1.0,J.Collins,Utah Jazz,Washington Wizards,1.0,1.869565217391304,0.8695652173913042,0.4035087719298245,0,0.6,1,0.6,1,Y
19,26,J.Collins o9.5 Rebs,GDAWG5000,-115,0.57,J.Collins,Utah Jazz,Washington Wizards,1.0,1.0656521739130431,0.4956521739130434,0.4035087719298245,0,0.6,1,0.6,1,Y
20,27,J.Collins o9.5 Rebs,TheBMatt,-115,1.15,J.Collins,Utah Jazz,Washington Wizards,1.0,2.1499999999999995,0.9999999999999996,0.4035087719298245,0,0.6,1,0.6,1,Y
21,28,J.Collins o9.5 Rebs,PropBetGuy,-115,1.15,J.Collins,Utah Jazz,Washington Wizards,1.0,2.1499999999999995,0.9999999999999996,0.4035087719298245,0,0.6,1,0.6,1,Y
22,29,V.Williams u15.5 Pts,SBK5065,-130,1.0,V.Williams,Memphis Grizzlies,Brooklyn Nets,0.0,1.7692307692307692,0.7692307692307692,0.7959183673469388,1,0.8,1,0.8,1,Y
23,30,K.Towns o30.5 Pts+Rebs+Ast,kylemurray03,-125,1.25,K.Towns,Minnesota Timberwolves,Portland Trail Blazers,1.0,2.25,1.0,0.6101694915254238,1,0.6,1,0.6,1,N
