,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
4,4,G.Vincent o2.5 3pt M,Miami Heat,PropBetGuy,-122,1.22,2.22,0,G.Vincent,New York Knicks,1,1.0000000000000002
7,7,A.Reaves o1.5 3pt M,Los Angeles Lakers,charliedisturco,-120,1.2,2.2,0,A.Reaves,Golden State Warriors,1,1.0000000000000002
