,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
12,K.George o5.5 Ast,kylemurray03,-118,1.18,K.George,Utah Jazz,Washington Wizards,1.0,2.18,0.9999999999999998,0.3272727272727272,0,0.6,1,0.6,1
