,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
1,R.Gobert o13.5 Rebs+Ast,ParlayBanditz,-130,0.25,R.Gobert,Minnesota Timberwolves,Milwaukee Bucks,1.0,0.4423076923076923,0.1923076923076923,0.5370370370370371,1,0.8,1,0.7,1
13,A.Gordon o9.5 Rebs+Ast,JoeDellera,-125,1.5,A.Gordon,Denver Nuggets,Portland Trail Blazers,0.0,2.7,1.2000000000000002,0.48,0,0.2,0,0.2,0
18,T.Mann o9.5 Rebs+Ast,kylemurray03,110,1.0,T.Mann,Charlotte Hornets,Golden State Warriors,0.0,2.1,1.1,1.0,1,1.0,1,1.0,1
