,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
11,13,J.Hart o1.5 3pt M,New York Knicks,GDAWG5000,240,0.5,1.7,3.1227,J.Hart,Brooklyn Nets,1.0,1.2
21,23,D.Bane o2.5 3pt M,Memphis Grizzlies,JoeDellera,-125,0.7,1.26,-9.0455,D.Bane,Houston Rockets,0.0,0.56
0,0,D.Ayton o0.5 3pt M,Phoenix Suns,GDAWG5000,925,0.1,1.025,3.1227,D.Ayton,Charlotte Hornets,0.0,0.9250000000000002
5,7,J.Wiseman o0.5 3pt M,Detroit Pistons,GDAWG5000,250,0.3,1.05,3.1227,J.Wiseman,Chicago Bulls,1.0,0.75
8,10,J.Butler o0.5 3pt M,Miami Heat,GDAWG5000,170,0.5,1.35,3.1227,J.Butler,Philadelphia 76ers,1.0,0.8500000000000001
9,11,J.Butler o1.5 3pt M,Miami Heat,GDAWG5000,1025,0.1,1.125,0.0,J.Butler,Philadelphia 76ers,1.0,1.025
22,24,M.Fultz o0.5 3pt M,Orlando Magic,GDAWG5000,155,0.5,1.275,3.1227,M.Fultz,Milwaukee Bucks,0.0,0.7749999999999999
