,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
3,3,J.Holiday o6.5 Ast,Milwaukee Bucks,VegasRefund,-125,1.25,2.25,0,J.Holiday,Miami Heat,1,1.0
8,8,D.Booker o5.5 Ast,Phoenix Suns,JoeMetz,112,0.98,2.0776,0,D.Booker,Los Angeles Clippers,1,1.0976
