,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
3,3,M.Porter o2.5 3pt M,Denver Nuggets,JoeDellera,-135,1.0,1.7407407407407407,-1.548899999999997,M.Porter,San Antonio Spurs,0,0.7407407407407407
4,4,M.Porter o2.5 3pt M,Denver Nuggets,GreenDotDaily,-140,1.0,1.7142857142857144,0.0,M.Porter,San Antonio Spurs,0,0.7142857142857144
11,11,A.Davis o0.5 3pt M,Los Angeles Lakers,GDAWG5000,140,0.5,1.2,3.1322999999999994,A.Davis,Toronto Raptors,1,0.7
