Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
M.McBride o6.5 Pts,therocketplays,New York Knicks,Detroit Pistons,1.0,0.7333333333333333,1,0.4,0,0.6,1,-115,1.15,2.1499999999999995,0.9999999999999996,M.McBride
K.Kuzma u15.5 Pts,gneiffer07,Washington Wizards,Minnesota Timberwolves,1.0,0.6,1,0.6,1,0.7,1,-115,1.15,2.1499999999999995,0.9999999999999996,K.Kuzma
C.Carrington u8.5 Pts,gneiffer07,Washington Wizards,Minnesota Timberwolves,1.0,0.4864864864864865,0,0.6,1,0.6,1,-115,1.15,2.1499999999999995,0.9999999999999996,C.Carrington
J.Poole o18.5 Pts,Theotherbabs,Washington Wizards,Minnesota Timberwolves,1.0,0.6666666666666666,1,0.8,1,0.8,1,-108,1.0,1.925925925925926,0.925925925925926,J.Poole
M.Bridges o16.5 Pts,RoyalsProps_duplicate,New York Knicks,Detroit Pistons,1.0,0.6,1,0.4,0,0.6,1,-105,1.05,2.05,0.9999999999999998,M.Bridges
S.Barnes o18.5 Pts,LinesAtLunch,Toronto Raptors,Golden State Warriors,1.0,0.5769230769230769,1,0.6,1,0.7,1,-115,1.15,2.1499999999999995,0.9999999999999996,S.Barnes
S.Aldama o9.5 Pts,TopShelfAction,Memphis Grizzlies,Houston Rockets,0.0,0.7272727272727273,1,0.8,1,0.7,1,105,1.0,2.05,1.0499999999999998,S.Aldama
C.Kispert u10.5 Pts,TopShelfAction,Washington Wizards,Minnesota Timberwolves,1.0,0.4375,0,0.4,0,0.3,0,100,1.1,2.2,1.1,C.Kispert
O.Anunoby o15.5 Pts,itsbucketsnba,New York Knicks,Detroit Pistons,1.0,0.45,0,0.2,0,0.4,0,-102,1.0,1.9803921568627447,0.9803921568627452,O.Anunoby
L.James o23.5 Pts,itsbucketsnba,Los Angeles Lakers,San Antonio Spurs,1.0,0.4545454545454545,0,0.4,0,0.5,0,-111,1.0,1.900900900900901,0.900900900900901,L.James
K.Kuzma o15.5 Pts,itsbucketsnba,Washington Wizards,Minnesota Timberwolves,1.0,0.4,0,0.4,0,0.3,0,-110,1.0,1.9090909090909087,0.9090909090909092,K.Kuzma
M.McBride o6.5 Pts,ThePropfessor_,New York Knicks,Detroit Pistons,1.0,0.7333333333333333,1,0.4,0,0.6,1,-125,1.25,2.25,1.0,M.McBride
J.Champagnie o8.5 Pts,TopShelfAction_duplicate,Washington Wizards,Minnesota Timberwolves,1.0,0.5,0,0.2,0,0.4,0,100,0.8,1.6,0.8,J.Champagnie
I.Zubac o13.5 Pts,TopShelfAction,Los Angeles Clippers,Miami Heat,1.0,0.5945945945945946,1,0.4,0,0.6,1,105,0.5,1.025,0.5249999999999999,I.Zubac
