,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Embiid o41.5 Pts+Ast,kylemurray03,-120,1.0,J.Embiid,Philadelphia 76ers,Indiana Pacers,0.0,1.8333333333333333,0.8333333333333335,0.4375,0,0.6,1,0.5,0
1,K.Porzingis o19.5 Pts+Ast,kylemurray03,-106,1.0,K.Porzingis,Boston Celtics,Miami Heat,0.0,1.9433962264150944,0.9433962264150944,0.59375,1,0.6,1,0.6,1
