,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
6,6.0,6.0,11.0,11,11,11,R.Westbrook o11.5 Rebs+Ast,JoeDellera,-110,0.5,0.9545454545454546,0.0,Los Angeles Lakers,R.Westbrook,Detroit Pistons,0,0.4545454545454546,0.725,1.0,1.0,1.0,0.9,1.0
11,,,,11,11,11,R.Westbrook o11.5 Rebs+Ast,JoeDellera,-110,0.5,0.9545454545454546,0.0,Los Angeles Lakers,R.Westbrook,Detroit Pistons,0,0.4545454545454546,,,,,,
