Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,C.White o19.5 Pts,cowhitchurch,-110,0.5,C.White,Chicago Bulls,Milwaukee Bucks,0,0.9545454545454546,0.4545454545454546,0.2608695652173913,0,0.6,1,0.6,1
1,D.Fox u31.5 Pts,PropBetGuy,-120,1.0,D.Fox,Sacramento Kings,Brooklyn Nets,1,1.8333333333333333,0.8333333333333335,0.6,1,0.6,1,0.6,1
2,O.Agbaji u10.5 Pts,SBK5065,-110,0.5,O.Agbaji,Utah Jazz,Oklahoma City Thunder,0,0.9545454545454546,0.4545454545454546,0.8181818181818182,1,0.6,1,0.7,1
0,P.George o3.5 Ast,kylemurray03,-115,0.87,P.George,Los Angeles Clippers,Portland Trail Blazers,1,1.6265217391304347,0.7565217391304347,0.4761904761904761,0,0.6,1,0.6,1
0,D.Sabonis u13.5 Rebs,kylemurray03,-115,1.0,D.Sabonis,Sacramento Kings,Brooklyn Nets,1,1.869565217391304,0.8695652173913042,0.65,1,0.6,1,0.7,1
0,J.Jackson o1.5 Blk,kylemurray03,104,1.04,J.Jackson,Memphis Grizzlies,Dallas Mavericks,1,2.1216,1.0816,0.3809523809523809,0,0.6,1,0.4,0
0,J.Randle o31.5 Pts+Rebs,cowhitchurch,-115,1.0,J.Randle,New York Knicks,Toronto Raptors,1,1.869565217391304,0.8695652173913042,0.4285714285714285,0,0.6,1,0.5,0
1,J.Randle o31.5 Pts+Rebs,JoeDellera,-115,0.87,J.Randle,New York Knicks,Toronto Raptors,1,1.6265217391304347,0.7565217391304347,0.4285714285714285,0,0.6,1,0.5,0
0,C.White o28.5 Pts+Rebs+Ast,the_degenerates,-120,1.0,C.White,Chicago Bulls,Milwaukee Bucks,0,1.8333333333333333,0.8333333333333335,0.3043478260869565,0,0.8,1,0.6,1
1,V.Wembanyama u34.5 Pts+Rebs+Ast,SBK5065,-125,0.63,V.Wembanyama,San Antonio Spurs,Houston Rockets,0,1.134,0.5040000000000001,0.5,0,0.2,0,0.3,0
