,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0.0,0.0,4.0,4,4,5,O.Okongwu o8.5 Rebs,SBK5065,-121,0.61,1.1141322314049589,0,Atlanta Hawks,O.Okongwu,Los Angeles Lakers,1.0,0.5041322314049589,0.3809523809523809,0.0,0.8,1.0,0.6,1.0
0,,,,0,0,0,M.Fultz o4.5 Rebs,SBK5065,-130,0.5,0.8846153846153846,0,Orlando Magic,M.Fultz,Washington Wizards,1.0,0.3846153846153846,,,,,,
4,,,,4,4,5,O.Okongwu o8.5 Rebs,SBK5065,-121,0.61,1.1141322314049589,0,Atlanta Hawks,O.Okongwu,Los Angeles Lakers,1.0,0.5041322314049589,,,,,,
18,,,,18,18,19,J.Duren o10.5 Rebs,JoeDellera,-102,0.5,0.9901960784313726,0,Detroit Pistons,J.Duren,Chicago Bulls,0.0,0.4901960784313726,,,,,,
